102148;Hydrangea viva
102149;Iris Viva
102150;Pata de canguro viva 
102151;Delfinio vivo
102152;Lepto vivo
102153;Lila viva
102154;Azucena viva 
102155;Lavanda viva
102156;Lisianthus vivo 
102157;Muscari viva 
102158;Narciso vivo
102160;Pimientos ornamentales vivos
102161;Estrella de BelÇn viva
102162;Peonia viva
102163;Banksia viva
102164;Ran£culo vivo
102165;Escabiosa viva
102166;Retama de escobas viva 
102167;Boca de drag¢n viva 
102168;Romero del pantano viva 
102169;Matiola viva
102170;Girasol viva
102171;Guisante de olor vivo
102172;Cardo vivo
102173;Tulip†n vivo
102174;Flor de cera viva
102175;Hierba de aquiles viva 
102176;Zinnia viva 
102177;Forsythia viva 
102178;Geranio vivo
102179;Amaryllis viva 
102180;Rubdeckia viva 
102181;Protea viva
102182;leucadendron vivo 
102183;leucospermum vivo 
102215;Agapanto vivo
102216;Alchimilla viva 
102217;Astilbe vivo 
102218;angÇlica viva 
102219;ajenjo vivo 
102220;Flor de alcachofa viva 
102221;Astrantia viva
102222;Flor de banano viva 
102223;Baptisia viva
102224;Boronia viva 
102225;Bromelia viva
102226;Brunia viva
102227;Catalea viva
102228;Calcynia viva
102229;CalÇndula viva
102230;Campanilla viva
102231;Cestrum vivo
102232;Chasmante viva
102233;Costus viva
102234;Vara de San JosÇ viva
102235;Lirio del Fuego vivo
102236;Flor del muelle viva 
102237;Planta erizo viva
102238;Manzanilla viva
102239;Nomeolvides viva
102240;Gallardia viva
102241;Genciana viva
102242;Gladiolo vivo
102243;Gloriosa viva
102244;Violeta silvestre viva 
102245;ElÇboro vivo 
102246;Ixia viva 
102247;Liatrises vivas
102248;Lysimachia viva
102249;Maraca viva
102250;CalÇndula viva
102251;Mimosa viva
102252;Nerina viva
102253;Flor de nogal viva
102254;Phlox viva
102255;physostegia viva
102256;Saponaria viva
102257;Sarracenias vivas
102258;Sicilia viva
102259;Sedum viva
102260;Especies individuales o variedades de flores vivas
102261;Sello de salom¢n (polygonato) viva
102262;Tanaceto vivo
102263;Traquelio vivo
102264;Tuberosas vivas
102265;Tweedias vivas
102266;Ver¢nicas vivas
102267;Watsonias vivas
102315;Crisantemo vivo pomp¢n 
102316;Crisantemo vivo pomp¢n margarita
102317;Crisantemo vivo espollado cremon 
102318;Crisantemo vivo espollado football
102319;Crisantemo spider vivo 
102320;Crisantemo vivo  novelty
102321;Crisantemo vivo santini
102415;Clavel vivo de floraci¢n sencilla
102416;Clavel vivo mini o spray
102515;Orquidea cypripedium  o pantuflas de dama viva
102516;Orqu°dea mocara viva 
102517;Orqu°dea catleya viva 
102518;Orqu°dea disa viva
102519;Orqu°dea arachnis viva 
102520;Orqu°dea phalaenopsis viva 
102521;Orqu°dea dendrobium viva 
102522;Orqu°dea cymbidium viva
102523;Orqu°dea oncidium viva 
102524;Orqu°dea vanda viva
103015;Rosas cortadas frescas azules o lavanda o p£rpura
103016;Rosas cortadas frescas chocolate o marr¢n
103017;Rosas cortadas frescas crema
103018;Rosas cortadas frescas verdes o lima
103019;Rosas cortadas frescas rosado claro
103020;Rosas cortadas frescas multicolor rosados
103021;Rosas cortadas frescas anaranjados
103022;Rosas cortadas frescas durazno
103023;Rosas cortadas frescas rosados
103024;Rosas cortadas frescas rojos o burgundy
103025;Rosas cortadas frescas sweetheart
103026;Rosas cortadas frescas blancos
103027;Rosas cortadas frescas amarillos
103028;Rosas cortadas frescas spray
103115;Anturios cortados frescos
103116;Allium cortado fresco
103117;Astromelia cortada fresca
103118;Amaranto cortado fresco
103119;Amaryllis cortado fresco
103120;AnÇmona cortada fresca
103121;Asclepia cortada fresca
103122;Aster cortada fresca
103123;Berzelia cortada fresca
103124;Bouvaria cortada fresca
103125;Brodiaea cortada fresca
103126;Calla cortada fresca
103128;Celosia cortada fresca
103129;Narciso cortado fresco
103130;Dalia cortada fresca
103131;Delphinium cortado fresco
103132;Clavel (dianthus) cortado fresco
103133;Eremruses cortadas frescas
103134;Brezo (erica) cortada fresca
103135;Euphorbia cortada fresca
103136;Fresia cortada fresca
103137;Ajedrezada cortada fresca
103138;Hiniesta cortada fresca
103139;Margarita cortada fresca
103140;Jengibre cortado fresco
103141;Gladiolo cortado fresco
103142;Godetia cortada fresca
103143;Bromelia cortada fresca
103144;Gypsophilia cortada fresca 
103145;Brezo cortado fresco
103146;Heliconia cortada fresca
103147;Jacinto cortado fresco
103148;Hydrangea cortada fresca
103149;Iris cortada fresca
103150;Pata de canguro cortada fresca 
103151;Delfinio cortado fresco
103152;Lepto cortado fresco
103153;Lila cortada fresca
103154;Azucena cortada fresca 
103155;Lavanda cortada fresca
103156;Lisianthus cortado fresco 
103157;Muscari cortada fresca 
103158;Narciso cortado fresco
103160;Pimientos ornamentales cortados frescos
103161;Estrella de BelÇn cortada fresca
103162;Peonia cortada fresca
103163;Banksia cortada fresca
103164;Ran£culo cortado fresco
103165;Escabiosa cortada fresca
103166;Retama de escobas cortada fresca 
103167;Boca de drag¢n cortada fresca 
103168;Romero del pantano cortada fresca 
103169;Matiola cortada fresca
103170;Girasol cortada fresca
103171;Guisante de olor cortado fresco
103172;Cardo cortado fresco
103173;Tulip†n cortado fresco
103174;Flor de cera cortada fresca
103175;Hierba de aquiles cortada fresca 
103176;Zinia cortada fresca 
103177;Forsythia cortada fresca 
103178;Geranio cortado fresco
103179;Amaryllis cortada fresca 
103180;Rubdeckia cortada fresca 
103181;Protea cortada fresca
103182;leucadendron cortado fresco 
103183;leucospermum cortado fresco 
103215;Agapanto cortado fresco
103216;Alchimilla cortada fresca 
103217;Astilbe cortado fresco 
103218;angÇlica cortada fresca 
103219;ajenjo cortado fresco 
103220;Flor de alcachofa cortada fresca 
103221;Astrantia cortada fresca
103222;Flor de banano cortada fresca 
103223;Baptisia cortada fresca
103224;Boronia cortada fresca 
103225;Bromelia cortada fresca
103226;Brunia cortada fresca
103227;Catalea cortada fresca
103228;Calcynia cortada fresca
103229;CalÇndula cortada fresca
103230;Campanilla cortada fresca
103231;Cestrum cortado fresco
103232;Chasmante cortada fresca
103233;Costus cortada fresca
103234;Vara de San JosÇ cortada fresca
103235;Lirio del Fuego cortado fresco
103236;Flor del muelle cortada fresca 
103237;Planta erizo cortada fresca
103238;Manzanilla cortada fresca
103239;Nomeolvides cortada fresca
103240;Gallardia cortada fresca
103241;Genciana cortada fresca
103242;Gladiolo cortado fresco
103243;Gloriosa cortada fresca
103244;Violeta silvestre cortada fresca 
103245;ElÇboro cortado fresco 
103246;Ixia cortada fresca 
103247;Liatrises cortadas frescas
103248;Lysimachia cortada fresca
103249;Maraca cortada fresca
103250;CalÇndula cortada fresca
103251;Mimosa cortada fresca
103252;Nerina cortada fresca
103253;Flor de nogal cortada fresca
103254;Phlox cortada fresca
103255;physostegia cortada fresca
103256;Saponaria cortada fresca
103257;Sarracenias cortadas frescas
103258;Sicilia cortada fresca
103259;Sedum cortada fresca
103260;Especies individuales o variedades de flores cortadas frescas
103261;Sello de salom¢n (polygonato) cortada fresca
103262;Tanaceto cortado fresco
103263;Traquelio cortado fresco
103264;Tuberosas cortadas frescas
103265;Tweedias cortadas frescas
103266;Ver¢nicas cortadas frescas
103267;Watsonias cortadas frescas
103315;Crisantemo cortado fresco pomp¢n 
103316;Crisantemo cortado fresco pomp¢n margarita
103317;Crisantemo cortado fresco espollado cremon 
103318;Crisantemo cortado fresco espollado football
103319;Crisantemo spider cortado fresco 
103320;Crisantemo cortado fresco  novelty
103321;Crisantemo cortado fresco santini
103415;Bouquet cortado fresco de rosa
103416;Bouquet cortado fresco de clavel 
103417;Bouquet cortado fresco de mini clavel 
103418;Bouquet cortado fresco de lirio 
103419;Bouquet cortado fresco de crisantemo pomp¢n
103420;Bouquet cortado fresco de astromelia 
103421;Bouquet cortado fresco de flores tropicales
103422;Bouquet cortado fresco floral mixto
103515;Bouquet cortado fresco de clavel de floraci¢n sencilla
103516;Bouquet cortado fresco de clavel min o spray
103615;Orquidea cypripedium  o pantuflas de dama cortada fresca
103616;Orqu°dea mocara cortada fresca 
103617;Orqu°dea catleya cortada fresca 
103618;Orqu°dea disa cortada fresca
103619;Orqu°dea arachnis cortada fresca 
103620;Orqu°dea phalaenopsis cortada fresca 
103621;Orqu°dea dendrobium cortada fresca 
103622;Orqu°dea cymbidium cortada fresca
103623;Orqu°dea oncidium cortada fresca 
103624;Orqu°dea vanda cortada fresca
104015;Rosas cortadas secas azules o lavanda o p£rpura
104016;Rosas cortadas secas chocolate o marr¢n
104017;Rosas cortadas secas crema
104018;Rosas cortadas secas verdes o lima
104019;Rosas cortadas secas rosado claro
104020;Rosas cortadas secas multicolor rosados
104021;Rosas cortadas secas anaranjados
104022;Rosas cortadas secas durazno
104023;Rosas cortadas secas rosados
104024;Rosas cortadas secas rojos o burgundy
104025;Rosas cortadas secas sweetheart
104026;Rosas cortadas secas blancos
104027;Rosas cortadas secas amarillos
104028;Rosas cortadas secas spray
104115;Anturios cortado secos
104116;Allium cortado seco
104117;Astromelia cortada seca
104118;Amaranto cortado seco
104119;Amaryllis cortado seco
104120;AnÇmona cortada seca
104121;Asclepia cortada seca
104122;Aster cortada seca
104123;Berzelia cortada seca
104124;Bouvaria cortada seca
104125;Brodiaea cortada seca
104126;Calla cortada seca
104128;Celosia cortada seca
104129;Narciso cortado seco
104130;Dalia cortada seca
104131;Delphinium cortado seco
104132;Clavel (dianthus) cortado seco
104133;Eremruses cortadas secas
104134;Brezo (erica) cortada seca
104135;Euphorbia cortada seca
104136;Fresia cortada seca
104137;Ajedrezada cortada seca
104138;Hiniesta cortada seca
104139;Margarita cortada seca
104140;Jengibre cortado seco
104141;Gladiolo cortado seco
104142;Godetia cortada seca
104143;Bromelia cortada seca
104144;Gypsophilia cortada seca 
104145;Brezo cortado seco
104146;Heliconia cortada seca
104147;Jacinto cortado seco
104148;Hydrangea cortada seca
104149;Iris cortada seca
104150;Pata de canguro cortada seca 
104151;Delfinio cortado seco
104152;Lepto cortado seco
104153;Lila cortada seca
104154;Azucena cortada seca 
104155;Lavanda cortada seca
104156;Lisianthus cortado seco 
104157;Muscari cortada seca 
104158;Narciso cortado seco
104160;Pimientos ornamentales cortado secos
104161;Estrella de BelÇn cortada seca
104162;Peonia cortada seca
104163;Banksia cortada seca
104164;Ran£culo cortado seco
104165;Escabiosa cortada seca
104166;Retama de escobas cortada seca 
104167;Boca de drag¢n cortada seca 
104168;Romero del pantano cortada seca 
104169;Matiola cortada seca
104170;Girasol cortada seca
104171;Guisante de olor cortado seco
104172;Cardo cortado seco
104173;Tulip†n cortado seco
104174;Flor de cera cortada seca
104175;Hierba de aquiles cortada seca 
104176;Zinia cortada seca 
104177;Forsythia cortada seca 
104178;Geranio cortado seco
104179;Amaryllis cortada seca 
104180;Rubdeckia cortada seca 
104181;Protea cortada seca
104182;leucadendron cortado seco 
104183;leucospermum cortado seco 
104215;Agapanto cortado seco
104216;Alchimilla cortada seca 
104217;Astilbe cortado seco 
104218;angÇlica cortada seca 
104219;ajenjo cortado seco 
104220;Flor de alcachofa cortada seca 
104221;Astrantia cortada seca
104222;Flor de banano cortada seca 
104223;Baptisia cortada seca
104224;Boronia cortada seca 
104225;Bromelia cortada seca
104226;Brunia cortada seca
104227;Catalea cortada seca
104228;Calcynia cortada seca
104229;CalÇndula cortada seca
104230;Campanilla cortada seca
104231;Cestrum cortado seco
104232;Chasmante cortada seca
104233;Costus cortada seca
104234;Vara de San JosÇ cortada seca
104235;Lirio del Fuego cortado seco
104236;Flor del muelle cortada seca 
104237;Planta erizo cortada seca
104238;Manzanilla cortada seca
104239;Nomeolvides cortada seca
104240;Gallardia cortada seca
104241;Genciana cortada seca
104242;Gladiolo cortado seco
104243;Gloriosa cortada seca
104244;Violeta silvestre cortada seca 
104245;ElÇboro cortado seco 
104246;Ixia cortada seca 
104247;Liatrises cortadas secas
104248;Lysimachia cortada seca
104249;Maraca cortada seca
104250;CalÇndula cortada seca
104251;Mimosa cortada seca
104252;Nerina cortada seca
104253;Flor de nogal cortada seca
104254;Phlox cortada seca
104255;physostegia cortada seca
104256;Saponaria cortada seca
104257;Sarracenias cortadas secas
104258;Sicilia cortada seca
104259;Sedum cortada seca
104260;Especies individuales o variedades de flores cortadas secas
104261;Sello de salom¢n (polygonato) cortada seca
104262;Tanaceto cortado seco
104263;Traquelio cortado seco
104264;Tuberosas cortadas secas
104265;Tweedias cortadas secas
104266;Ver¢nicas cortadas secas
104267;Watsonias cortadas secas
104315;Crisantemo cortado seco pomp¢n 
104316;Crisantemo cortado seco pomp¢n margarita
104317;Crisantemo cortado seco espollado cremon 
104318;Crisantemo cortado seco espollado football
104319;Crisantemo spider cortado seco 
104320;Crisantemo cortado seco  novelty
104321;Crisantemo cortado seco santini
104415;Clavel cortado seco de floraci¢n sencilla
104416;Clavel cortado seco mini o spray
104515;Orquidea cypripedium  o pantuflas de dama cortada seca
104516;Orqu°dea mocara cortada seca 
104517;Orqu°dea catleya cortada seca 
104518;Orqu°dea disa cortada seca
104519;Orqu°dea arachnis cortada seca 
104520;Orqu°dea phalaenopsis cortada seca 
104521;Orqu°dea dendrobium cortada seca 
104522;Orqu°dea cymbidium cortada seca
104523;Orqu°dea oncidium cortada seca 
104524;Orqu°dea vanda cortada seca
105015;Aspidistras cortadas frescas  
105016;Chili verde cortado fresco
105017;Haya cortada fresca
105018;Hojas de eucalipto cortadas prescas
105019;Helechos cortados frescos
105020;Hojas o follajes cortados frescos
105021;Pastos costados frescos
105022;mora huckleberry fresca cortada
105023;Hiedra cortada fresca
105024;Integrifolia cortada fresca
105025;Mirto cortado fresco
105026;Hojas frescas cortadas de roble
105027;Oregonia fresca cortada 
105028;pittosporum fresco cortado 
105029;Hojas frescas cortadas de especies sencillas
111015;Minerales
111016;Minerales met†licos
111017;Metales de Base
111018;Metales preciosos
111019;Productos minerales intermedios, procesados y refinados
111115;Barro y Tierra
111116;Piedra
111117;Arena
111118;Arcillas
111215;Savia
111216;Madera
111217;Productos secundarios de la explotaci¢n forestal
111218;Fibras de plantas
111219;Productos de perfumer°a
111220;Productos de madera dise§ados
111315;Cuero, pieles o materiales textiles de animales
111316;Otros productos de animales
111416;Desechos no met†licos y chatarra
111417;Desperdicios o restos de alimentos y tabaco
111515;Fibras
111516;Hebras
111517;Hilos
111615;Tejidos de seda
111616;Tejidos de lana
111617;Tejidos de algod¢n
111618;Tejidos sintÇticos
111620;Tejidos de materiales vegetales no de algod¢n
111621;Tejidos o telas especiales
111622;Telas no tejidas
111623;Cueros
111624;Guata
111715;Aceros b†sicos
111716;Aleaciones de acero inoxidable
111717;Aceros r†pidos
111718;Superaleaciones de n°quel
111719;Superaleaciones de titanio
111720;Aleaciones de aluminio
111721;Superaleaciones de cobalto
111722;Aleaciones con base de magnesio
111723;Aleaciones con base de manganeso
111815;‡xidos met†licos no fÇrreos
111915;Cuerpos s¢lidos de metal
111916;Chatarra
111917;Virutas
111918;Subproductos del metal
121315;Explosivos
121316;Pirotecnia
121317;Encendedores
121318;Propulsores
121415;Metales de tierra
121416;Metales de tierra rara
121417;Metales de transici¢n
121418;Metales †lcalis
121419;No-metales y gases elementales y puros
121420;Gases nobles
121421;Gases naturales y gases mixtos
121422;Is¢topos
121615;Indicadores y reactivos
121616;Catalizadores
121617;Amortiguadores
121618;Coloides
121619;Surfactantes
121620;Plastificantes
121621;Retardadores de llama
121622;Anti-oxidantes
121623;Agentes de curaci¢n
121624;Rompedores de pol°mero
121625;Rompedores de emulsi¢n
121626;Estabilizadores de arcilla
121627;Aditivos de pÇrdida de fluido
121628;Reductores de fricci¢n
121629;Agentes de control de parafina asfaltenos
121630;Mezclas para quitar barro
121631;Anti lodo (sludger)
121632;Agentes de migraci¢n anti gas
121633;Agentes de expansi¢n
121634;Extensores
121635;Sellador de pozo petrol°fero
121636;Inhibidores de corrosi¢n
121637;Reguladores de hidrato de gas
121638;Limpiadores qu°micos
121639;Reguladores de sarro
121640;Bactericidas
121641;In situ
121642;Retardadores
121643;Controladores de hierro
121644;No emulsificadoras
121645;Aditivos de alimentos y f†rmacos
121646;Modificadores de papel, pl†stico y tela
121647;AntisÇpticos industriales
121648;Agentes reductores de agua
121649;Agentes de impermeabilizaci¢n
121650;Agentes anti encogimiento
121651;Qu°micos para mejorar la recuperaci¢n de petr¢leo
121715;Tintes
121716;Pigmentos
121717;Compuestos de colores y dispersiones
121815;Ceras
121816;Aceites
121915;Solventes hidrocarbonatos
121916;Solventes oxigenados
123520;Compuestos arom†ticos y alif†ticos
123521;Derivados org†nicos y compuestos sustituidos
123522;Productos bioqu°micos
123523;Compuestos inorg†nicos
123524;Mezclas
123525;Fijadores
131015;Caucho natural
131016;Caucho procesado y sintÇtico
131017;Elast¢meros
131019;Pl†sticos termoformados
131020;Pl†sticos termopl†sticos
131110;Resinas
131111;Colofonia
131112;Pel°culas
131113;Espumas
141015;Materias primas
141115;Papel de imprenta y papel de escribir
141116;Papel fantas°a
141117;Productos de papel para uso personal
141118;Papeles de uso comercial
141215;Cart¢n y papel para embalaje
141216;Papel de seda
141217;Papeles laminados
141218;Papeles recubiertos
141219;Papel prensa y de offset
141221;Papeles de base sin recubrir
141222;Papeles especializados de uso industrial
151015;Petr¢leo y Destilados
151016;Combustibles s¢lidos o gelificados
151017;Gasoil
151018;Combustibles o bio - combustibles l°quidos basados en plantas
151115;Combustibles gaseosos
151117;Aditivos para carburante
151215;Preparados lubricantes
151218;Anticorrosivos
151219;Grasas
151315;Combustible nuclear
151316;Instalaci¢n de combustible de fisi¢n
201015;Equipo de corte
201016;Cribas y equipos de alimentaci¢n
201017;Trituradoras, quebrantadoras y amoladores
201018;Sistemas mecanizados de soporte en tierra
201019;Sistemas secundarios de ruptura de roca
201020;Sistemas de exploraci¢n y desarrollo
201021;Barrenas de rocas
201022;Maquinaria de cargue de explosivos
201023;Veh°culos de servicio de miner°a subterr†nea
201115;Equipo de exploraci¢n y perforaci¢n
201116;Maquinaria de perforaci¢n y explotaci¢n
201117;Accesorios de perforaci¢n y explotaci¢n
201210;Equipo acidificante
201211;Equipo para cementar
201212;Equipo de fracturar
201213;Equipo de control de arena
201214;Herramientas y equipo de terminaci¢n
201215;Herramientas convencionales de perforaci¢n
201216;Brocas de barrena
201217;Herramientas de pesca
201218;Equipo de perforaci¢n direccional
201219;Equipo de medir y registro del pozo
201220;Equipo de prueba y Accesorios
201221;Equipo de Perforaci¢n
201222;Equipo de prueba del pozo
201223;Equipo de Slickline - Cable de Recuperaci¢n
201224;Equipo de sistemas de producci¢n
201225;Equipo para tuber°a flexible
201226;Equipo s°smico
201227;Mercanc°a tubular para campo petrolero
201228;Equipo y plataformas de reacondicionamiento y perforaci¢n
201229;Equipo de registrar datos de superficie
201230;Equipo multilateral
201231;Herramienta para salida de revestimientos
201232;Equipo de expansi¢n en profundidad
201233;Herramientas para revestimientos mientras se perfora
201310;Lodo de perforar y materiales
201311;Apuntalantes de fracturamiento de pozo
201312;Fluidos de completar
201313;Cemento de pozo petrolero
201410;Equipo de cabeza de pozo
201411;Sistemas de inyecci¢n qu°micos
201412;Equipo de desarenar
201413;Anclas y bombas de chorro de barrenas hacia abajo
201414;Accesorios de producci¢n de barrenas hacia abajo
201415;Bombas de barrenas hacia abajo
201416;Bombas de exportaci¢n
201417;Plataformas de almacenaje y producci¢n a poca distancia de la costa
201418;Contadores para medir el flujo de producci¢n del pozo
201419;Equipo de tratamiento de gas
201420;Regeneradores de glicol
201421;Tratadores de calentadores
201422;Calentadores de l°nea
201423;Deslizaderos de inyecci¢n de producci¢n
201424;Equipo para el lecho del ocÇano
201425;Equipo para tratar agua producida
201426;Instrumentaci¢n del sistema de control de producci¢n
201427;Unidades de bombear
201428;Separadores de producci¢n
201429;Tanques y recipientes almacenadores
201430;V†stagos de succi¢n
201433;Equipo para servicio de oleoductos
211015;Maquinaria agr°cola para preparaci¢n del suelo
211016;Maquinaria agr°cola para siembra y plantado
211017;Maquinaria agr°cola para cosechar
211018;Aparatos dispersores o aspersores para agricultura
211019;Equipo para aves de corral y ganado
211020;Maquinaria agr°cola para limpieza, selecci¢n o clasificaci¢n
211021;Maquinaria y equipo para transformaci¢n agr°cola
211022;Maquinaria y equipo para silvicultura
211023;Equipo para invernadero
211024;Equipo para insectos
211115;Equipo de pesca comercial
211116;Equipo para acuicultura
221015;Maquinaria para trabajo de desmonte
221016;Equipo de pavimentaci¢n
221017;Componentes de equipo pesado
221018;Gr£as de elevaci¢n
221019;Maquinaria y accesorios de construcci¢n de edificios
221020;Equipo y maquinaria de demolici¢n de edificios
231015;Maquinaria para trabajar madera, piedra, cer†mica y similares
231115;Maquinaria y equipo para destilado y transformaci¢n de petr¢leo
231116;Maquinaria de hidrotratamiento
231215;Maquinaria y accesorios para transformados textiles
231216;Maquinaria, equipo y accesorios para trabajo textil
231315;Equipo y suministros de trituraci¢n, lijado y pulido
231316;Equipo y accesorios de facetaje
231317;Equipo del cabbing
231416;Maquinaria y accesorios para el preparado del cuero
231417;Maquinaria y accesorios para trabajar y reparar cuero
231515;Maquinaria, equipo y suministros para la elaboraci¢n de caucho y pl†stico
231516;Maquinaria, equipo y suministros para la industria del cemento, cer†mica y vidrio
231517;Maquinaria, equipo y suministros de la industria ¢ptica
231518;Maquinaria, equipo y suministros de la industria farmacÇutica
231519;Maquinaria, equipo y suministros para la elaboraci¢n y el procesamiento de papel
231520;Manejo del Web y maquinaria de control y equipo y suministros
231521;Maquinaria y equipo de separaci¢n
231522;Mesa y estantes para fabricaci¢n
231529;Maquinaria empacadora
231530;Dispositivos y sistemas de gu°a, posicionamiento y sujeci¢n
231531;Componentes y accesorios de maquinaria industrial
231532;Rob¢tica
231534;Ensambladoras
231535;Sistemas de pintura
231536;M†quinas para el marcado de partes
231537;Equipo de aseguramiento o torque de precisi¢n
231538;Sistemas de revestimiento
231615;M†quinas y equipo de fundici¢n
231616;Suministros de fundici¢n
231617;Troqueles y herramientas de fundici¢n
231815;Maquinaria para la elaboraci¢n de alimentos
231816;Maquinaria para corte de alimentos
231817;Maquinaria para cocinar o ahumar alimentos
231818;Maquinaria industrial para elaboraci¢n de bebidas
231910;Mezcladores por tandas
231911;Mezcladores continuos
231912;Piezas de mezcladora y accesorios
232010;Sistemas de contacto l°quido gas
232011;Absorci¢n e intercambio de iones
232012;Equipo de secado industrial
232110;Maquinaria de ensamblaje electr¢nico y equipo de soporte
232111;Maquinaria de procesamiento y fabricaci¢n electr¢nica
232210;Equipo y maquinaria del departamento de recepci¢n
232211;Equipo y maquinaria del departamento de matanza y desplumamiento
232212;Equipo y maquinaria del departamento de eviscerado
232310;Descortezadoras y accesorios
232311;Sierras de cinta y accesorios
232312;Sierras circulares y accesorios
232313;Canteadoras
232314;Sierras de recorte y accesorios
232315;Clasificadoras de maderos y accesorios
232316;Apiladoras de maderos y accesorios
232317;Secaderos de madera y equipo y accesorios
232318;Troceadoras de madera y accesorios
232319;Cepilladoras y accesorios
232320;Terminadoras de madera y accesorios
232321;Sierras retestadoras y accesorios
232322;Empalmadoras por entalladura m£ltiple y accesorios
232414;M†quinas rectificadoras de metales
232415;M†quinas cortadoras de metales
232416;Herramientas cortadoras de metales
232417;M†quinas rebabadoras de metales
232418;M†quinas taladradoras de metales
232419;M†quinas perforadoras de metales
232421;Accesorios para m†quinas de cortar metales
232422;M†quinas para fabricaci¢n de engranajes
232423;Tornos y centros de torneado
232424;Centros de maquinado
232425;M†quinas para el fresado de metales
232426;Maquinas para el cortado de metales especializados o diversos
232427;Maquinaria para molinos de tubos
232515;Maquinaria para tubulares doblados
232516;M†quinas para enrollado de metales
232517;M†quinas de forjado
232518;Troqueles y herramientas para el formado de metales
232519;Maquinaria y equipo para la fabricaci¢n de contenedores de metal
232615;M†quinas para prototipos r†pidos
232714;M†quinas soldadoras
232715;Maquinaria de soldadura fuerte
232716;Maquinaria de soldadura dÇbil
232717;Accesorios para soldar, soldadura fuerte y soldadura dÇbil
232718;Suministros para soldar, soldadura fuerte y soldadura dÇbil
232815;M†quinas para recubrir o platear
232816;M†quinas para tratamiento de calor
232817;M†quinas para tratamiento mec†nico de superficie
232818;Accesorios y herramientas para el tratamiento de metal
232819;Maquinaria y suministros para la limpieza del metal
232915;Herramientas de perforaci¢n industrial
232916;Herramientas de molienda industrial
232917;Herramientas de escariado industrial
232918;Herramientas de roscado industrial
232919;Herramientas de barrenado industrial
233015;Maquinaria, equipos y accesorios para el trabajo de alambre
241015;Camiones industriales
241016;Equipo de izaje y accesorios
241017;Transportadores y accesorios
241018;Equipo para muelles
241019;Equipo para manejo de canecas
241020;Disposici¢n en estantes y almacenamiento
241021;Equipo y suministros para almacenaje
241022;Herramientas para envasado
241023;Veh°culos guiados autom†ticos AGV
241115;Bolsas
241118;Tanques y cilindros y sus accesorios
241120;Arcones y cestas
241121;Toneles, cubas y bidones
241122;Latas y cubos
241124;Cofres, armarios y ba£les de almacenaje
241125;Cart¢n ondulado y otros materiales para distribuci¢n
241126;contenedores para l°quidos
241127;Estibas
241128;Contenedores de carga
241129;Embalajes
241130;L†mina termo - retr†ctil
241215;Cajas, bolsas y sacos para empaquetado
241218;Latas para envasado
241220;Botellas
241315;Refrigeradores industriales
241316;Congeladores industriales
241319;M†quinas de hacer el hielo
241415;Suministros para seguridad y protecci¢n
241416;Suministros de acolchados
241417;Tubos y n£cleos de embalaje y etiquetas y accesorios
251015;Veh°culos de pasajeros
251016;Veh°culos de transporte de productos y materiales
